model_id,country_ref,size,MAE,L2,Cosine
Qwen_Qwen3-32B,China,XL,21.28765703762867,63.567934642831055,0.9030186771111981
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,China,XL,21.806748952916685,65.01081258283742,0.896927383193083
google_gemma-3-27b-it,USA,XL,13.704915692892513,37.42574979298111,0.9910550979624717
mistralai_Mistral-7B-Instruct-v0.3,Europe-France,M,30.071223522292893,82.01691379848941,0.9510263002087841
