domain,n_runs,std_global,range_global,agreement_pct_global,n_questions,agreement_pct_avg_question,std_avg_question,range_avg_question,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode_global,level_mean_global
Arts,516,0.97,4,52.9,173,100.0,0.0,0,63,111,273,39,30,3,2.73
Education,507,0.92,4,50.9,170,100.0,0.0,0,42,144,258,33,30,3,2.73
Scientific,516,1.01,4,47.7,173,100.0,0.0,0,33,138,246,45,54,3,2.9
Wellness,495,0.98,4,55.2,170,100.0,0.0,0,48,96,273,39,39,3,2.85
Work,489,0.94,4,47.9,169,100.0,0.0,0,39,126,234,66,24,3,2.82
