dimension_code,n_runs,std_global,range_global,agreement_pct_global,n_questions,agreement_pct_avg_question,std_avg_question,range_avg_question,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode_global,level_mean_global
IDV,396,1.18,4,44.7,132,100.0,0.0,0,36,60,177,45,78,3,3.17
IVR,417,0.83,4,54.0,139,100.0,0.0,0,27,129,225,18,18,3,2.69
LTO,420,0.99,4,39.3,141,100.0,0.0,0,111,120,165,9,15,3,2.28
MAS,435,0.97,4,46.2,145,100.0,0.0,0,15,63,201,102,54,3,3.27
PDI,450,0.85,4,44.7,150,100.0,0.0,0,66,201,150,27,6,2,2.35
UAI,444,0.91,4,44.6,148,100.0,0.0,0,39,156,198,30,21,3,2.64
