domain,n_runs,std_global,range_global,agreement_pct_global,n_questions,agreement_pct_avg_question,std_avg_question,range_avg_question,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode_global,level_mean_global
Arts,519,0.98,4,52.6,173,100.0,0.0,0,81,99,273,45,21,3,2.66
Education,510,1.03,4,41.8,170,100.0,0.0,0,87,159,213,18,33,3,2.51
Scientific,519,1.0,4,42.8,173,100.0,0.0,0,57,147,222,63,30,3,2.73
Wellness,510,1.15,4,44.1,170,100.0,0.0,0,96,99,225,42,48,3,2.7
Work,507,0.98,4,47.9,169,100.0,0.0,0,63,132,243,42,27,3,2.68
