dimension_code,n_runs,std_global,range_global,agreement_pct_global,n_questions,agreement_pct_avg_question,std_avg_question,range_avg_question,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode_global,level_mean_global
IDV,387,1.29,4,27.1,132,100.0,0.0,0,60,72,105,90,60,3,3.05
IVR,411,1.03,4,35.8,139,100.0,0.0,0,69,147,114,72,9,2,2.53
LTO,411,1.06,4,34.3,141,100.0,0.0,0,75,126,141,51,18,3,2.54
MAS,423,1.28,4,27.0,145,100.0,0.0,0,57,84,99,114,69,4,3.13
PDI,444,1.17,4,38.5,150,100.0,0.0,0,60,171,96,78,39,2,2.7
UAI,432,1.11,4,31.2,148,100.0,0.0,0,66,135,120,90,21,2,2.69
