dimension_code,n_runs,std_global,range_global,agreement_pct_global,n_questions,agreement_pct_avg_question,std_avg_question,range_avg_question,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode_global,level_mean_global
IDV,396,1.16,4,42.4,132,100.0,0.0,0,15,30,168,36,147,3,3.68
IVR,417,0.78,4,57.6,139,100.0,0.0,0,39,111,240,21,6,3,2.63
LTO,423,1.16,4,41.8,141,100.0,0.0,0,63,105,177,27,51,3,2.76
MAS,429,1.06,4,50.3,145,100.0,0.0,0,3,27,129,54,216,5,4.06
PDI,450,1.07,4,38.7,150,100.0,0.0,0,33,129,174,66,48,3,2.93
UAI,435,1.21,4,35.9,148,100.0,0.0,0,39,108,156,51,81,3,3.06
