domain,n_runs,std_global,range_global,agreement_pct_global,n_questions,agreement_pct_avg_question,std_avg_question,range_avg_question,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode_global,level_mean_global
Arts,519,0.53,2,53.2,173,100.0,0.0,0,0,234,276,9,0,3,2.57
Education,510,0.52,2,54.7,170,100.0,0.0,0,0,225,279,6,0,3,2.57
Scientific,519,0.46,2,76.9,173,100.0,0.0,0,0,96,399,24,0,3,2.86
Wellness,510,0.49,2,68.2,170,100.0,0.0,0,0,153,348,9,0,3,2.72
Work,507,0.52,2,60.4,169,100.0,0.0,0,0,192,306,9,0,3,2.64
